,"Consumer Price Index for All Urban Consumers (CPI-U): U.S. city average, by expenditure category, October 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Sep.
2024",Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Unadjusted percent change,Unadjusted percent change,Unadjusted percent change,Unadjusted percent change,Seasonally adjusted percent change,Seasonally adjusted percent change,Seasonally adjusted percent change,One Month,One Month,One Month,One Month,Twelve Month,Twelve Month,Twelve Month,Twelve Month
,,,"Oct.
6,Fish and seafood,0.248,352.376,354.148,351.300,348.419,346.123,347.077,349.925,351.067,353.556,349.664,349.629,349.340,347.013,352.878,353.850,353.266,348.848,348.345,349.302,350.465,348.564,350.670,348.768,349.311,348.479,347.507,-1.5,0.0,-0.1,-0.7,0.2,-0.2,-0.3,-0.001,0.51,S-Jul. 2024,-0.5,-0.004,0.91,S-Aug. 2024,-2.3
7,Fresh fish and seafood(4)(5),0.118,221.113,220.513,218.341,218.637,219.535,219.688,220.703,218.895,223.554,218.169,218.028,218.129,218.278,221.113,220.513,218.341,218.637,219.535,219.688,220.703,218.895,223.554,218.169,218.028,218.129,218.278,-1.3,-0.1,0.0,0.1,-0.1,0.0,0.1,0.000,0.75,L-Jun. 2024,2.1,-0.002,1.29,L-Jun. 2024,-0.8
7,Processed fish and seafood(5),0.130,174.231,176.370,175.245,172.310,169.497,170.289,172.251,174.627,173.636,173.823,173.891,173.545,171.240,174.885,174.986,174.917,172.808,170.425,172.780,173.256,173.562,172.446,173.447,173.300,172.928,171.883,-1.7,0.0,-0.2,-1.3,-0.1,-0.2,-0.6,-0.001,0.82,S-Jun. 2024,-0.6,-0.002,1.31,S-Aug. 2024,-1.9
8,Shelf stable fish and seafood(6),,248.290,254.482,256.219,246.535,247.940,244.138,247.993,252.744,248.780,249.339,248.570,248.734,242.628,251.234,253.915,254.816,247.423,249.331,244.632,248.294,250.433,247.090,248.114,249.053,249.330,245.505,-2.3,-0.3,0.1,-2.5,0.4,0.1,-1.5,,1.41,S-Mar. 2024,-1.9,,1.98,S-Apr. 2017,-4.7
8,Frozen fish and seafood(6),,366.808,371.161,364.101,365.173,355.372,357.958,362.277,370.274,372.208,369.833,371.029,368.906,370.572,367.068,366.673,364.265,367.629,358.079,366.598,364.010,369.783,368.742,368.202,368.849,365.159,370.835,1.0,0.3,-0.6,0.5,0.2,-1.0,1.6,,1.00,L-May 2024,1.6,,2.02,L-Apr. 2023,4.3
5,Eggs,0.145,255.489,261.105,284.388,289.400,313.792,314.270,302.090,294.913,292.475,309.048,323.929,356.190,333.047,259.268,265.919,275.734,284.996,301.529,315.276,292.190,291.100,301.207,317.882,333.014,361.115,337.975,30.4,4.8,10.0,-6.5,4.8,8.4,-6.4,-0.009,0.83,S-Apr. 2024,-7.3,0.033,1.90,S-Aug. 2024,28.1
3,Dairy and related products,0.732,268.326,267.609,267.889,268.941,267.334,266.274,267.474,266.749,268.098,268.653,269.468,269.643,271.695,268.376,268.374,268.688,269.320,267.666,267.265,267.402,266.166,267.854,267.399,268.774,269.134,271.747,1.3,0.3,0.1,0.8,0.5,0.1,1.0,0.007,0.36,L-Nov. 2022,1.0,0.009,0.53,L-Jul. 2023,1.3
4,Milk(5),0.172,175.364,175.830,176.731,175.241,174.823,174.122,173.711,172.936,173.621,175.938,177.126,175.953,177.754,176.216,176.108,176.321,175.244,174.878,175.081,173.617,171.419,172.814,176.074,177.146,176.533,178.616,1.4,0.7,-0.7,1.0,0.6,-0.3,1.2,0.002,0.39,L-Jul. 2024,1.9,0.003,0.82,L-Aug. 2024,2.0
5,Fresh whole milk(6),,251.770,253.379,254.406,251.813,251.102,249.889,248.440,249.118,250.417,250.550,254.404,252.408,255.620,252.825,252.853,253.524,250.697,251.257,250.902,248.529,247.691,249.546,251.488,255.320,253.135,256.691,1.5,1.5,-0.8,1.3,1.5,-0.9,1.4,,0.37,L-Aug. 2024,1.5,,1.08,L-Aug. 2024,3.0
5,Fresh milk other than whole(4)(5)(6),,181.649,181.896,182.948,181.357,181.169,180.548,180.276,178.996,179.575,182.850,183.386,182.235,184.029,181.649,181.896,182.948,181.357,181.169,180.548,180.276,178.996,179.575,182.850,183.386,182.235,184.029,1.3,0.3,-0.6,1.0,0.3,-0.6,1.0,,0.48,L-Jul. 2024,1.8,,0.89,L-Aug. 2024,1.4
4,Cheese and related products(4),0.229,266.375,264.392,263.884,266.477,263.416,262.534,262.278,260.840,260.934,261.622,261.601,263.727,267.905,266.375,264.392,263.884,266.477,263.416,262.534,262.278,260.840,260.934,261.622,261.601,263.727,267.905,0.6,0.0,0.8,1.6,0.0,0.8,1.6,0.004,0.61,L-Jul. 2022,2.0,0.001,0.83,L-Jun. 2023,1.1
4,Ice cream and related products,0.107,273.692,276.603,279.735,276.331,272.883,270.936,279.615,271.615,276.107,269.942,276.716,276.596,276.098,273.734,275.926,277.319,272.626,270.179,268.857,277.683,275.513,279.373,273.531,279.345,276.762,276.142,0.9,2.5,0.0,-0.2,2.1,-0.9,-0.2,0.000,1.05,L-Aug. 2024,2.1,0.001,1.46,L-Aug. 2024,1.4
4,Other dairy and related products(5),0.224,188.801,187.086,186.198,189.087,189.121,188.541,189.004,191.681,192.694,193.565,192.244,192.090,192.404,188.992,188.610,188.423,190.177,189.700,189.183,188.444,190.428,192.165,191.293,191.190,191.191,192.599,1.9,-0.7,-0.1,0.2,-0.1,0.0,0.7,0.002,0.60,L-Jun. 2024,0.9,0.004,1.03,L-Sep. 2023,2.0
3,Fruits and vegetables,1.385,351.952,350.736,350.250,354.798,353.965,352.841,352.274,353.084,348.901,350.962,349.599,353.508,355.292,352.064,352.260,352.435,353.786,352.951,353.328,350.523,350.545,348.734,351.553,350.960,353.976,355.415,0.9,-0.4,1.1,0.5,-0.2,0.9,0.4,0.006,0.30,S-Aug. 2024,-0.2,0.013,0.54,L-Apr. 2024,1.7
4,Fresh fruits and vegetables,1.049,394.814,397.040,394.565,400.509,399.154,397.096,395.559,396.207,390.244,393.022,391.804,397.680,400.509,395.077,396.914,396.374,398.191,397.577,397.863,393.313,393.489,391.000,394.897,394.316,398.932,400.778,1.4,-0.3,1.5,0.7,-0.1,1.2,0.5,0.005,0.37,S-Aug. 2024,-0.1,0.015,0.65,L-Apr. 2024,1.4
5,Fresh fruits,0.561,411.392,416.135,413.441,414.589,411.253,409.391,409.210,411.452,400.923,402.175,402.910,414.282,420.549,413.912,417.614,419.105,414.075,407.605,408.720,401.876,403.594,401.039,405.423,408.126,417.068,423.125,2.2,0.2,2.8,1.5,0.7,2.2,1.5,0.008,0.52,S-Aug. 2024,0.7,0.013,1.01,L-Dec. 2023,3.6
6,Apples,0.068,346.674,341.815,341.314,339.744,340.215,338.499,331.963,336.544,338.506,338.110,341.338,343.623,345.978,354.035,355.042,355.312,347.831,341.970,339.753,330.624,332.872,331.284,327.376,328.826,336.859,353.324,-0.2,1.0,0.7,0.7,0.4,2.4,4.9,0.003,1.00,L-Apr. 2020,4.9,0.000,2.13,L-Sep. 2023,3.9
6,Bananas(4),0.082,208.615,207.731,207.757,204.602,207.981,209.329,210.049,210.238,210.306,206.793,206.751,207.001,205.722,208.615,207.731,207.757,204.602,207.981,209.329,210.049,210.238,210.306,206.793,206.751,207.001,205.722,-1.4,0.0,0.1,-0.6,0.0,0.1,-0.6,-0.001,0.64,S-Jul. 2024,-1.7,-0.001,1.24,S-Feb. 2024,-2.1
6,Citrus fruits(5),0.164,301.922,306.679,294.514,292.283,288.092,289.583,289.031,292.000,293.395,298.233,299.232,305.600,312.213,300.993,306.737,308.446,300.972,290.242,290.111,282.666,282.776,291.741,296.387,298.322,304.101,311.251,3.4,0.3,2.1,2.2,0.7,1.9,2.4,0.004,0.84,L-Jun. 2024,3.2,0.005,1.54,L-Dec. 2023,5.4
7,"Oranges, including tangerines(6)",,603.274,611.186,578.095,571.259,563.705,561.427,559.429,580.591,586.938,604.564,610.828,617.275,646.436,588.518,600.068,602.986,589.339,574.594,580.557,567.551,576.429,581.340,592.635,595.059,600.433,630.627,7.2,1.0,1.1,4.7,0.4,0.9,5.0,,1.43,L-Dec. 2021,7.9,,1.92,L-Nov. 2022,12.4
6,Other fresh fruits(5),0.246,139.970,143.069,144.978,147.471,145.332,143.302,143.916,144.180,135.280,135.613,135.517,142.111,144.984,140.938,141.460,142.955,143.892,140.555,140.827,140.602,141.950,138.234,140.451,142.162,146.380,145.987,3.6,-0.1,4.9,2.0,1.2,3.0,-0.3,-0.001,1.13,S-Jun. 2024,-2.6,0.009,2.02,S-Aug. 2024,3.2
5,Fresh vegetables,0.488,376.011,375.550,373.315,384.271,385.000,382.744,379.789,378.762,377.612,381.981,378.717,378.806,378.017,373.870,373.715,371.015,380.068,385.602,385.016,382.890,381.448,379.037,382.409,378.384,378.443,375.863,0.5,-0.9,0.0,-0.2,-1.1,0.0,-0.7,-0.003,0.49,S-Aug. 2024,-1.1,0.003,0.83,L-May 2024,0.8
6,Potatoes,0.076,430.230,410.579,403.266,420.962,422.773,424.479,421.228,423.716,427.461,434.691,433.413,432.503,423.629,420.899,436.632,426.777,430.683,429.979,430.485,424.985,420.963,419.857,417.358,410.309,417.704,414.441,-1.5,-0.3,-0.2,-2.1,-1.7,1.8,-0.8,-0.001,0.96,S-Aug. 2024,-1.7,-0.002,1.57,L-Mar. 2024,-0.9
6,Lettuce,0.063,397.336,406.738,392.374,385.519,385.117,409.464,416.278,416.052,408.247,407.638,398.002,394.034,390.766,393.146,383.443,374.171,378.401,387.843,410.540,419.918,423.127,419.825,418.056,412.848,399.690,386.644,-1.7,-2.4,-1.0,-0.8,-1.2,-3.2,-3.3,-0.002,1.17,S-Mar. 2023,-6.1,-0.001,2.06,S-Feb. 2024,-6.1
6,Tomatoes,0.078,347.495,358.148,362.546,380.774,382.323,368.780,358.278,348.470,346.809,355.918,360.632,353.372,351.627,348.795,348.785,350.993,367.131,376.576,368.972,362.388,362.291,350.458,363.096,365.294,357.454,352.944,1.2,1.3,-2.0,-0.5,0.6,-2.1,-1.3,-0.001,1.05,L-Aug. 2024,0.6,0.001,1.57,L-Aug. 2024,3.9
6,Other fresh vegetables,0.272,371.917,370.866,370.845,382.051,382.529,376.849,374.059,374.655,373.921,377.321,372.508,375.963,377.955,370.810,369.738,369.959,377.666,382.444,378.681,377.148,374.790,374.142,377.725,373.326,376.442,376.828,1.6,-1.3,0.9,0.5,-1.2,0.8,0.1,0.000,0.73,S-Aug. 2024,-1.2,0.005,1.08,L-Apr. 2024,2.6
5,Processed fruits and vegetables(5),0.336,204.179,198.189,200.748,202.042,202.230,202.852,203.965,204.853,204.455,204.907,203.619,203.502,203.215,204.041,201.777,202.961,203.346,202.345,202.783,203.400,203.169,202.851,203.311,202.832,202.613,203.077,-0.5,-0.6,-0.1,-0.1,-0.2,-0.1,0.2,0.001,0.43,L-Jul. 2024,0.2,-0.002,0.83,S-Jan. 2019,-0.5
6,Canned fruits and vegetables(5),0.165,217.223,210.827,214.317,215.444,215.793,216.778,217.134,217.360,217.783,218.424,217.020,216.774,215.523,215.743,214.577,216.842,216.945,215.957,217.158,217.700,215.843,216.416,216.585,215.870,214.938,214.055,-0.8,-0.6,-0.1,-0.6,-0.3,-0.4,-0.4,-0.001,0.59,–,–,-0.002,0.97,S-Mar. 2018,-2.4
7,Canned fruits(5)(6),,205.668,202.124,205.242,202.795,203.319,203.752,203.069,205.639,206.802,205.931,204.783,205.180,202.892,204.913,204.497,205.901,204.752,203.070,203.907,202.737,203.910,206.558,204.821,204.544,204.620,202.146,-1.3,-0.6,0.2,-1.1,-0.1,0.0,-1.2,,0.93,S-Nov. 2021,-1.2,,1.70,S-Mar. 2020,-1.9
7,Canned vegetables(5)(6),,232.629,224.394,226.922,231.164,231.385,233.469,233.657,231.985,232.161,233.717,232.902,232.318,231.235,230.900,229.349,231.105,232.020,231.818,233.626,234.271,230.654,230.319,231.179,230.685,230.412,229.516,-0.6,-0.3,-0.3,-0.5,-0.2,-0.1,-0.4,,0.84,S-May 2024,-1.5,,1.03,S-Feb. 2020,-0.6
6,Frozen fruits and vegetables(5),0.102,190.659,184.937,185.691,186.672,187.249,186.542,188.124,188.816,187.264,187.085,186.349,185.651,187.262,190.688,188.064,188.605,187.981,186.958,186.144,186.760,186.989,185.369,186.122,186.111,185.492,187.290,-1.8,-0.4,-0.4,0.9,0.0,-0.3,1.0,0.001,0.84,L-May 2023,1.9,-0.002,1.92,L-Aug. 2024,-1.6
7,Frozen vegetables(6),,269.053,259.507,260.632,263.955,264.659,264.553,267.145,269.256,266.265,267.184,265.562,262.199,265.636,268.618,262.803,265.258,265.985,265.044,264.929,265.193,266.114,263.063,265.198,264.660,263.107,265.206,-1.3,-0.6,-1.3,1.3,-0.2,-0.6,0.8,,1.07,L-Jul. 2024,0.8,,2.53,L-Aug. 2024,-1.2
6,Other processed fruits and vegetables including dried(5),0.069,189.304,183.994,187.024,189.109,188.341,190.215,192.182,194.753,194.397,195.399,193.556,194.620,193.477,190.241,187.794,188.196,190.132,188.288,190.305,191.908,192.857,192.892,193.627,192.831,193.792,194.434,2.2,-0.9,0.5,-0.6,-0.4,0.5,0.3,0.000,0.70,S-Aug. 2024,-0.4,0.001,1.35,S-Feb. 2024,0.4
7,"Dried beans, peas, and lentils(4)(5)(6)",,223.153,218.062,222.896,222.964,226.073,226.819,226.316,231.780,231.770,235.295,234.258,233.380,233.613,223.153,218.062,222.896,222.964,226.073,226.819,226.316,231.780,231.770,235.295,234.258,233.380,233.613,4.7,-0.4,-0.4,0.1,-0.4,-0.4,0.1,,1.06,L-Jul. 2024,1.5,,1.79,S-May 2024,4.6
3,Nonalcoholic beverages and beverage materials,1.016,216.952,215.604,215.872,220.573,220.956,221.423,220.712,219.354,219.373,220.129,219.381,219.488,220.672,216.356,217.242,217.672,220.282,219.737,220.405,220.047,219.468,219.625,220.626,219.114,219.131,220.067,1.7,-0.3,0.0,0.5,-0.7,0.0,0.4,0.004,0.39,L-Jul. 2024,0.5,0.018,0.55,L-Jul. 2024,1.9
4,Juices and nonalcoholic drinks(5),0.720,172.506,171.322,172.225,176.438,176.618,177.498,176.732,174.994,174.720,175.156,174.924,174.710,175.942,171.777,172.565,173.470,175.944,175.332,176.343,176.223,175.420,175.553,175.854,174.898,174.341,175.200,2.0,-0.1,-0.1,0.7,-0.5,-0.3,0.5,0.004,0.45,L-Mar. 2024,0.6,0.015,0.78,L-Jul. 2024,2.5
5,Carbonated drinks,0.322,223.706,221.733,222.813,229.578,230.099,230.855,231.877,226.171,226.943,228.514,228.291,227.195,228.875,221.808,223.931,224.789,228.406,227.979,228.752,231.460,226.799,229.127,230.521,227.380,226.431,226.932,2.3,-0.1,-0.5,0.7,-1.4,-0.4,0.2,0.001,0.82,L-Jul. 2024,0.6,0.008,1.34,S-Aug. 2024,2.1
5,Frozen noncarbonated juices and drinks(4)(5),0.009,235.483,232.597,235.860,259.311,265.151,264.952,265.733,263.957,266.073,267.820,266.578,266.196,268.220,235.483,232.597,235.860,259.311,265.151,264.952,265.733,263.957,266.073,267.820,266.578,266.196,268.220,13.9,-0.5,-0.1,0.8,-0.5,-0.1,0.8,0.000,1.04,L-Jun. 2024,0.8,0.001,2.15,S-Jun. 2023,13.3
5,Nonfrozen noncarbonated juices and drinks(5),0.389,153.424,152.611,153.431,156.204,156.124,157.144,155.305,155.691,154.779,154.586,154.349,154.621,155.666,153.261,153.392,153.660,156.207,155.498,156.426,154.770,156.035,155.046,154.699,154.835,154.434,155.501,1.5,-0.2,0.2,0.7,0.1,-0.3,0.7,0.003,0.57,L-May 2024,0.8,0.006,0.89,L-Apr. 2024,2.0
4,Beverage materials including coffee and tea(5),0.296,141.452,140.795,139.615,141.736,142.235,141.529,141.462,141.884,142.471,143.292,142.083,142.746,142.941,141.594,141.995,141.308,142.009,142.007,141.539,141.242,141.291,141.652,142.667,141.400,142.589,143.084,1.1,-0.8,0.5,0.1,-0.9,0.8,0.3,0.001,0.64,S-Aug. 2024,-0.9,0.003,0.93,L-Nov. 2023,1.2
5,Coffee,0.184,236.496,234.110,230.788,236.506,233.865,234.126,232.507,232.674,233.741,237.454,231.804,234.789,236.364,236.112,236.489,234.733,236.180,233.284,233.955,232.507,231.094,232.292,236.292,231.099,234.939,235.979,-0.1,-2.4,1.3,0.7,-2.2,1.7,0.4,0.001,0.85,S-Aug. 2024,-2.2,0.000,1.16,L-Nov. 2023,-0.1
6,Roasted coffee(6),,248.964,246.181,243.395,249.264,245.650,247.818,244.376,244.139,245.582,247.421,240.639,244.716,247.564,248.155,249.082,247.011,249.035,245.446,247.267,244.888,242.763,244.076,245.838,239.889,244.745,246.759,-0.6,-2.7,1.7,1.2,-2.4,2.0,0.8,,1.09,S-Aug. 2024,-2.4,,1.62,L-Nov. 2023,-0.3
6,Instant coffee(4)(6),,215.712,216.189,212.490,216.210,216.322,211.411,215.543,216.715,220.120,227.502,227.228,225.327,223.348,215.712,216.189,212.490,216.210,216.322,211.411,215.543,216.715,220.120,227.502,227.228,225.327,223.348,3.5,-0.1,-0.8,-0.9,-0.1,-0.8,-0.9,,1.03,S-Mar. 2024,-2.3,,2.19,L-Aug. 2024,3.6
5,Other beverage materials including tea(4)(5),0.112,155.271,156.047,156.322,156.204,160.669,158.268,159.895,160.965,161.512,159.776,162.541,161.153,159.959,155.271,156.047,156.322,156.204,160.669,158.268,159.895,160.965,161.512,159.776,162.541,161.153,159.959,3.0,1.7,-0.9,-0.7,1.7,-0.9,-0.7,-0.001,0.73,L-Aug. 2024,1.7,0.003,1.39,L-Aug. 2024,3.9
3,Other food at home,2.153,272.215,270.250,270.223,271.600,272.768,272.352,273.306,272.796,274.285,273.643,272.612,272.658,273.232,271.695,271.263,271.752,273.326,273.460,272.225,272.417,272.378,273.745,272.365,271.679,272.351,272.704,0.4,-0.4,0.0,0.2,-0.3,0.2,0.1,0.003,0.23,S-Aug. 2024,-0.3,0.007,0.35,–,–
4,Sugar and sweets(4),0.291,284.572,284.194,284.861,287.715,290.269,287.958,288.760,288.868,288.533,288.380,290.605,288.435,290.877,284.572,284.194,284.861,287.715,290.269,287.958,288.760,288.868,288.533,288.380,290.605,288.435,290.877,2.2,0.8,-0.7,0.8,0.8,-0.7,0.8,0.002,0.50,L-Aug. 2024,0.8,0.007,0.94,L-May 2024,3.9
5,Sugar and sugar substitutes,0.043,266.733,257.840,258.686,264.277,267.537,265.469,268.865,270.462,270.568,270.252,272.456,272.964,271.701,263.550,262.085,264.380,265.746,267.283,265.838,269.744,270.133,269.439,268.068,269.935,269.259,268.458,1.9,0.8,0.2,-0.5,0.7,-0.3,-0.3,0.000,0.53,–,–,0.001,1.21,S-May 2021,1.7
5,Candy and chewing gum(5),0.187,192.176,193.398,193.973,195.837,197.362,194.926,194.822,194.502,194.242,195.046,195.712,194.161,197.214,192.543,193.444,192.868,193.509,196.254,194.002,195.624,195.879,194.822,196.456,196.626,194.206,197.590,2.6,0.3,-0.8,1.6,0.1,-1.2,1.7,0.003,0.71,L-Jun. 2023,1.8,0.005,1.30,L-May 2024,3.5
5,Other sweets(5),0.061,192.388,191.773,191.783,192.426,194.328,195.418,196.607,197.132,196.800,193.985,198.008,195.514,194.638,192.130,192.907,194.319,192.916,194.616,195.396,196.710,197.172,195.991,192.893,196.992,193.928,194.377,1.2,2.1,-1.3,-0.4,2.1,-1.6,0.2,0.000,0.89,L-Aug. 2024,2.1,0.001,1.59,L-Aug. 2024,2.5
4,Fats and oils,0.252,314.283,310.139,312.639,315.941,317.454,313.420,316.561,316.810,319.909,320.426,317.067,321.500,321.675,312.235,313.726,316.591,315.736,316.852,313.680,316.783,315.963,320.527,318.730,315.860,319.252,319.578,2.4,-1.0,1.4,0.1,-0.9,1.1,0.1,0.000,0.49,S-Aug. 2024,-0.9,0.006,0.91,S-Aug. 2024,2.4
5,Butter and margarine(5),0.077,277.819,276.222,275.503,282.242,280.142,272.985,278.214,278.383,282.851,283.826,280.395,285.767,283.613,275.390,282.339,281.333,280.829,279.876,272.267,279.781,276.645,283.259,281.876,277.336,283.494,281.133,2.1,-1.2,1.9,-0.8,-1.6,2.2,-0.8,-0.001,0.83,S-Aug. 2024,-1.6,0.002,1.44,S-May 2024,0.0
6,Butter(6),,307.870,305.867,306.327,317.360,316.353,304.248,310.460,313.472,318.776,322.422,319.966,324.801,323.513,305.317,314.177,315.225,314.879,315.451,299.805,312.633,310.938,319.092,319.432,316.050,324.794,320.831,5.1,-0.8,1.5,-0.4,-1.1,2.8,-1.2,,1.34,S-Mar. 2024,-5.0,,2.05,S-May 2024,3.5
6,Margarine(6),,470.966,461.449,463.041,467.498,462.293,460.251,467.744,458.306,471.476,461.524,453.026,465.505,462.012,466.993,471.463,468.351,473.311,462.946,462.475,467.940,455.157,468.538,459.892,448.856,457.454,458.113,-1.9,-1.8,2.8,-0.8,-2.4,1.9,0.1,,1.62,S-Aug. 2024,-2.4,,2.31,S-Aug. 2024,-2.8
5,Salad dressing(4)(5),0.060,176.117,173.319,174.743,174.534,176.431,174.265,173.576,175.481,174.333,175.372,173.062,178.696,177.572,176.117,173.319,174.743,174.534,176.431,174.265,173.576,175.481,174.333,175.372,173.062,178.696,177.572,0.8,-1.3,3.3,-0.6,-1.3,3.3,-0.6,0.000,1.11,S-Aug. 2024,-1.3,0.000,1.66,S-Aug. 2024,-2.1
5,Other fats and oils including peanut butter(5),0.115,222.388,218.618,222.006,223.673,225.876,224.864,227.400,226.439,229.617,229.214,227.364,227.653,229.807,221.314,220.508,224.059,223.763,224.386,226.310,226.242,226.075,229.285,227.603,227.943,227.425,228.698,3.3,-0.8,0.1,0.9,0.1,-0.2,0.6,0.001,0.71,L-Jun. 2024,1.4,0.004,1.58,S-Jun. 2021,3.3
6,Peanut butter(4)(5)(6),,193.171,189.144,193.985,194.059,195.218,190.492,188.346,193.219,191.017,191.471,189.740,192.581,193.802,193.171,189.144,193.985,194.059,195.218,190.492,188.346,193.219,191.017,191.471,189.740,192.581,193.802,0.3,-0.9,1.5,0.6,-0.9,1.5,0.6,,0.97,S-Aug. 2024,-0.9,,2.21,S-Aug. 2024,0.3
5,Other foods,1.610,287.266,285.150,284.666,285.627,286.597,286.990,287.747,286.978,288.695,287.750,286.372,286.208,286.552,286.815,286.082,286.266,288.078,287.653,286.775,286.469,286.509,287.852,286.193,285.231,286.091,286.103,-0.2,-0.5,-0.1,0.1,-0.3,0.3,0.0,0.000,0.29,S-Aug. 2024,-0.3,-0.005,0.42,–,–
6,Soups,0.095,305.878,303.465,303.199,306.698,311.404,312.017,317.487,324.254,324.996,325.348,320.344,313.961,310.212,309.981,312.251,312.464,315.728,315.247,312.420,313.920,317.781,317.178,316.921,312.965,311.837,314.374,1.4,-1.5,-2.0,-1.2,-1.2,-0.4,0.8,0.001,1.01,L-May 2024,1.2,0.001,1.86,L-Jul. 2024,1.4
6,Frozen and freeze dried prepared foods,0.251,213.197,210.543,212.981,211.474,210.301,212.892,209.890,210.703,211.395,213.166,210.668,210.422,212.243,213.059,211.385,213.086,214.376,212.281,213.921,209.247,210.037,210.628,210.635,208.996,210.167,212.105,-0.4,-1.2,-0.1,0.9,-0.8,0.6,0.9,0.002,0.62,L-Mar. 2023,1.0,-0.001,1.04,L-Mar. 2024,-0.4
6,Snacks,0.337,317.664,312.105,310.956,310.667,311.209,313.274,312.532,311.568,312.857,307.989,306.727,308.768,306.131,315.194,312.411,313.505,315.405,313.232,312.614,309.587,311.889,311.447,306.710,305.681,308.802,303.749,-3.6,-0.4,0.7,-0.9,-0.3,1.0,-1.6,-0.006,0.66,S-Jun. 2023,-2.1,-0.013,0.93,S-EVER,–
6,"Spices, seasonings, condiments, sauces",0.325,308.614,304.465,303.103,310.732,313.344,311.519,313.901,311.299,311.227,312.581,316.095,314.199,314.148,308.058,308.400,308.250,311.398,311.556,308.609,313.106,310.095,311.536,312.234,313.702,314.039,313.583,1.8,1.1,-0.6,0.0,0.5,0.1,-0.1,0.000,0.49,S-May 2024,-1.0,0.005,0.80,S-Sep. 2021,1.6
7,Salt and other seasonings and spices(5)(6),,188.199,186.556,183.647,188.461,193.569,191.308,191.619,188.787,186.477,190.609,189.361,187.639,188.137,189.161,189.718,188.696,189.061,192.025,187.758,191.260,187.216,185.689,189.384,187.611,188.660,189.098,0.0,-0.7,-0.9,0.3,-0.9,0.6,0.2,,0.85,S-Aug. 2024,-0.9,,1.42,S-Aug. 2024,0.0
7,"Olives, pickles, relishes(4)(5)(6)",,188.165,189.168,188.935,187.583,190.418,191.163,191.349,189.378,192.365,188.741,192.982,193.277,191.216,188.165,189.168,188.935,187.583,190.418,191.163,191.349,189.378,192.365,188.741,192.982,193.277,191.216,1.6,2.2,0.2,-1.1,2.2,0.2,-1.1,,0.87,S-Jul. 2024,-1.9,,2.13,S-Jul. 2024,1.4
7,Sauces and gravies(5)(6),,184.237,183.020,182.894,186.525,185.850,185.222,185.727,186.319,186.584,186.019,188.591,187.400,184.174,183.736,185.020,186.028,186.886,185.139,183.592,185.114,185.714,187.129,186.064,187.271,186.675,183.675,0.0,1.4,-0.6,-1.7,0.6,-0.3,-1.6,,0.67,S-Mar. 2021,-1.9,,1.28,S-Aug. 2021,-0.8
7,Other condiments(6),,338.391,326.314,327.083,358.436,355.788,360.012,370.066,351.029,354.382,358.741,373.749,373.341,415.142,340.412,334.770,335.641,358.727,354.695,357.843,370.047,347.660,348.983,355.105,369.244,373.539,417.622,22.7,4.2,-0.1,11.2,4.0,1.2,11.8,,0.85,L-Jan. 2007,14.3,,4.01,L-EVER,–
6,Baby food and formula(4)(5),0.047,222.817,222.026,220.871,222.490,223.942,225.451,224.699,221.809,225.509,224.791,223.727,226.395,224.916,222.817,222.026,220.871,222.490,223.942,225.451,224.699,221.809,225.509,224.791,223.727,226.395,224.916,0.9,-0.5,1.2,-0.7,-0.5,1.2,-0.7,0.000,0.89,S-May 2024,-1.3,0.001,1.81,S-Jun. 2021,-1.0
6,Other miscellaneous foods(5),0.555,170.272,170.980,170.224,169.685,170.246,169.710,171.142,170.223,172.210,171.149,169.534,169.681,170.950,170.075,170.263,169.787,170.366,170.909,169.895,170.971,171.052,171.993,170.227,169.584,169.865,170.752,0.4,-0.9,0.1,0.7,-0.4,0.2,0.5,0.003,0.51,L-Jun. 2024,0.6,0.002,0.89,L-Jul. 2024,1.0
7,Prepared salads(6)(7),,157.393,156.599,157.704,157.465,157.348,157.950,154.973,152.699,156.469,155.099,154.253,156.390,157.921,157.495,155.709,156.102,155.761,155.192,157.155,155.089,154.895,157.996,155.586,156.537,156.950,158.022,0.3,-0.5,1.4,1.0,0.6,0.3,0.7,,0.82,L-Jun. 2024,2.0,,1.58,S-Jul. 2024,-0.3
